user_id,course_name,country,device_type,avg_session_time_min,days_active_last_30,videos_watched,assignments_completed,activity_level,feedback_text,dropout
1295,AI,Germany,mobile,33,4,100,16,low,i was enjoying the course but now feeling lost,0
1296,Data Science,India,,47,4,6,21,,i was enjoying the course but now feeling lost,0
1297,Python,India,tablet,172,6,41,26,low,initially motivated but now skipping videos,0
1298,,Germany,desktop,119,21,12,11,low,not enough support,0
1299,AI,,mobile,27,11,83,10,low,platform is good but i am losing interest,1
1300,Data Science,USA,mobile,22,7,78,9,,initially motivated but now skipping videos,0
1301,Data Science,USA,tablet,47,24,101,22,low,lectures are boring and repetitive,0
1302,,USA,desktop,93,17,33,21,,not enough support,1
1303,Web Development,India,mobile,176,27,99,27,medium,platform is good but i am losing interest,0
1304,Python,Canada,mobile,158,17,52,21,low,too fast pace for beginners,1
1305,Data Science,,desktop,2,16,45,7,high,i stopped understanding after few lessons,0
1306,,USA,mobile,143,22,56,29,medium,content is good but explanations are confusing,0
1307,,India,desktop,47,10,60,14,,i stopped understanding after few lessons,0
1308,AI,India,tablet,27,14,88,21,medium,need more examples and practice,0
1309,Web Development,Canada,mobile,27,29,55,17,low,content is good but explanations are confusing,0
1310,Python,Germany,tablet,141,19,28,22,,i stopped understanding after few lessons,0
1311,Cyber Security,Germany,desktop,145,24,110,12,low,need more examples and practice,1
1312,AI,USA,tablet,75,5,91,25,medium,great start but later became difficult,0
1313,Data Science,USA,tablet,10,11,13,15,high,platform is good but i am losing interest,0
1314,Data Science,,tablet,121,22,67,29,medium,content is good but explanations are confusing,1
1315,AI,Canada,,33,28,101,12,medium,i stopped understanding after few lessons,0
1316,,USA,desktop,165,6,70,3,low,platform is good but i am losing interest,0
1317,Data Science,Canada,desktop,126,7,12,10,high,lectures are boring and repetitive,0
1318,Web Development,India,desktop,8,3,16,26,low,platform is good but i am losing interest,0
1319,Python,USA,desktop,161,2,28,18,low,platform is good but i am losing interest,1
1320,Web Development,India,desktop,135,2,80,7,low,great start but later became difficult,1
1321,Data Science,UK,mobile,162,9,99,9,,great start but later became difficult,0
1322,Cyber Security,Canada,mobile,71,23,82,11,low,need more examples and practice,1
1323,Python,UK,mobile,135,27,89,27,high,content is good but explanations are confusing,0
1324,Python,USA,tablet,41,14,115,20,low,not enough support,0
1325,AI,India,tablet,118,12,108,19,low,great start but later became difficult,1
1326,AI,USA,desktop,55,18,72,10,high,lectures are boring and repetitive,0
1327,Cyber Security,UK,,7,7,1,19,medium,great start but later became difficult,1
1328,,USA,desktop,84,17,61,20,low,lectures are boring and repetitive,0
1329,Python,,mobile,146,4,19,27,medium,,0
1330,Cyber Security,Germany,desktop,171,20,86,3,low,too fast pace for beginners,1
1331,AI,UK,tablet,78,6,81,18,low,initially motivated but now skipping videos,1
1332,AI,USA,desktop,168,4,55,19,,too fast pace for beginners,1
1333,Python,India,mobile,53,24,89,9,high,lectures are boring and repetitive,1
1334,Web Development,USA,desktop,14,18,51,14,high,too fast pace for beginners,0
1335,Data Science,India,tablet,149,24,24,12,medium,content is good but explanations are confusing,1
1336,AI,Germany,,113,16,61,12,,,1
1337,,USA,mobile,57,18,16,20,low,i stopped understanding after few lessons,0
1338,,Germany,desktop,91,3,38,27,,platform is good but i am losing interest,1
1339,AI,UK,tablet,46,21,112,17,high,i was enjoying the course but now feeling lost,1
1340,Web Development,India,mobile,154,25,9,6,low,need more examples and practice,0
1341,Web Development,,mobile,91,23,58,29,low,initially motivated but now skipping videos,0
1342,Cyber Security,UK,tablet,152,6,24,13,medium,content is good but explanations are confusing,1
1343,,India,desktop,133,23,109,4,,platform is good but i am losing interest,0
1344,Cyber Security,Germany,desktop,170,21,27,8,low,content is good but explanations are confusing,0
1345,,Canada,desktop,102,5,89,29,high,,1
1346,Data Science,USA,mobile,106,13,75,21,medium,,0
1347,Data Science,Germany,,171,21,60,26,high,too fast pace for beginners,0
1348,Python,India,mobile,128,18,57,16,medium,i was enjoying the course but now feeling lost,0
1349,Cyber Security,India,desktop,32,29,43,24,,i was enjoying the course but now feeling lost,0
1350,AI,India,mobile,6,25,112,4,medium,content is good but explanations are confusing,1
1351,Cyber Security,India,,74,19,82,15,,content is good but explanations are confusing,0
1352,AI,USA,mobile,135,10,22,8,,lectures are boring and repetitive,0
1353,Web Development,UK,tablet,29,21,77,16,low,,0
1354,Cyber Security,,desktop,34,28,16,29,,need more examples and practice,1
1355,Web Development,Canada,desktop,7,6,78,17,medium,i stopped understanding after few lessons,1
1356,Data Science,USA,desktop,81,2,84,2,medium,too fast pace for beginners,1
1357,Data Science,India,mobile,77,19,37,27,low,content is good but explanations are confusing,0
1358,Python,USA,mobile,58,21,29,4,medium,i was enjoying the course but now feeling lost,1
1359,Cyber Security,Germany,mobile,85,16,18,29,,need more examples and practice,0
1360,Web Development,,desktop,159,10,31,21,medium,great start but later became difficult,0
1361,AI,India,mobile,73,14,92,20,high,,0
1362,Data Science,Canada,desktop,45,6,85,16,high,content is good but explanations are confusing,0
1363,Data Science,India,mobile,47,28,19,19,low,great start but later became difficult,0
1364,AI,,desktop,77,14,101,21,,lectures are boring and repetitive,0
1365,Web Development,Canada,tablet,73,26,101,3,medium,need more examples and practice,0
1366,Web Development,,mobile,168,16,63,3,low,lectures are boring and repetitive,1
1367,Cyber Security,Canada,desktop,116,10,35,20,low,i stopped understanding after few lessons,0
1368,Cyber Security,UK,tablet,30,28,64,23,,need more examples and practice,1
1369,,UK,tablet,71,27,82,20,low,i was enjoying the course but now feeling lost,0
1370,,USA,,145,28,42,6,high,not enough support,0
1371,Python,USA,mobile,103,11,25,7,low,i was enjoying the course but now feeling lost,0
1372,Data Science,Canada,desktop,133,12,6,21,medium,i stopped understanding after few lessons,0
1373,Cyber Security,India,,104,25,33,21,high,i was enjoying the course but now feeling lost,1
1374,Web Development,Germany,mobile,122,10,35,29,high,initially motivated but now skipping videos,1
1375,AI,Germany,tablet,129,10,5,1,high,,0
1376,Web Development,India,mobile,31,24,36,28,medium,platform is good but i am losing interest,0
1377,Data Science,India,desktop,163,25,61,28,,platform is good but i am losing interest,0
1378,,UK,tablet,109,8,85,9,low,platform is good but i am losing interest,0
1379,Web Development,Germany,,72,10,116,4,low,lectures are boring and repetitive,1
1380,Python,Canada,mobile,158,24,72,16,high,i was enjoying the course but now feeling lost,0
1381,Data Science,,mobile,127,3,106,24,high,not enough support,0
1382,,USA,,85,1,59,6,low,initially motivated but now skipping videos,0
1383,AI,,mobile,15,22,92,1,medium,not enough support,0
1384,,UK,mobile,56,28,63,5,high,content is good but explanations are confusing,1
1385,Python,Germany,mobile,27,3,49,9,high,i was enjoying the course but now feeling lost,0
1386,Data Science,India,tablet,2,13,51,8,medium,initially motivated but now skipping videos,0
1387,AI,Germany,tablet,74,4,16,27,,initially motivated but now skipping videos,1
1388,Python,Canada,desktop,64,16,59,4,high,i was enjoying the course but now feeling lost,0
1389,,UK,mobile,5,26,76,2,,great start but later became difficult,0
1390,Python,India,desktop,91,11,118,10,medium,too fast pace for beginners,0
1391,Data Science,,tablet,68,25,80,9,low,,1
1392,Cyber Security,Canada,mobile,141,28,53,15,low,lectures are boring and repetitive,1
1393,Python,,desktop,81,5,9,26,,content is good but explanations are confusing,1
1394,Python,USA,mobile,85,11,24,19,high,platform is good but i am losing interest,1
1395,,UK,mobile,23,14,17,18,low,content is good but explanations are confusing,0
1396,,Canada,,97,22,63,0,medium,content is good but explanations are confusing,0
1397,AI,Canada,desktop,178,18,112,25,high,i was enjoying the course but now feeling lost,1
1398,,,tablet,124,9,107,29,,i was enjoying the course but now feeling lost,0
1399,Web Development,India,desktop,37,1,78,10,,i stopped understanding after few lessons,0
1400,Data Science,USA,desktop,30,28,58,28,,great start but later became difficult,1
1401,Data Science,,desktop,151,11,26,14,,i stopped understanding after few lessons,0
1402,Cyber Security,Canada,,162,11,57,6,medium,initially motivated but now skipping videos,0
1403,Cyber Security,UK,mobile,117,25,60,7,low,lectures are boring and repetitive,1
1404,Data Science,Canada,tablet,9,6,82,15,,initially motivated but now skipping videos,1
1405,Cyber Security,Germany,,132,0,117,17,low,initially motivated but now skipping videos,0
1406,AI,UK,tablet,66,17,78,23,low,i stopped understanding after few lessons,0
1407,,UK,,120,2,108,27,,platform is good but i am losing interest,0
1408,Data Science,Canada,mobile,124,19,70,24,high,initially motivated but now skipping videos,0
1409,Cyber Security,India,tablet,161,4,42,22,,platform is good but i am losing interest,0
1410,Data Science,UK,desktop,160,19,103,10,medium,i stopped understanding after few lessons,1
1411,Web Development,Germany,,44,14,115,0,high,platform is good but i am losing interest,0
1412,Python,,tablet,109,9,79,15,,initially motivated but now skipping videos,1
1413,,India,mobile,37,18,87,3,low,need more examples and practice,1
1414,Data Science,India,tablet,67,0,86,22,low,i was enjoying the course but now feeling lost,1
1415,Python,India,,60,6,10,5,high,i stopped understanding after few lessons,0
1416,Cyber Security,UK,mobile,36,27,87,10,medium,i stopped understanding after few lessons,0
1417,Python,India,desktop,49,25,4,29,low,content is good but explanations are confusing,1
1418,,Canada,,179,21,57,23,medium,too fast pace for beginners,1
1419,Data Science,India,,107,17,38,5,low,need more examples and practice,0
1420,Web Development,Germany,mobile,8,1,47,9,high,need more examples and practice,1
1421,Cyber Security,USA,,178,18,93,5,,i was enjoying the course but now feeling lost,0
1422,Data Science,Germany,tablet,41,23,79,9,low,content is good but explanations are confusing,1
1423,,UK,desktop,101,23,19,21,high,i stopped understanding after few lessons,0
1424,Cyber Security,India,tablet,113,9,92,22,high,,1
1425,AI,India,mobile,109,14,80,4,,lectures are boring and repetitive,1
1426,Python,Canada,,166,9,18,27,,too fast pace for beginners,1
1427,,,desktop,86,25,59,26,high,great start but later became difficult,1
1428,AI,India,mobile,78,27,25,8,low,too fast pace for beginners,0
1429,Data Science,Germany,tablet,55,9,78,6,medium,need more examples and practice,0
1430,Web Development,UK,,110,26,24,16,medium,lectures are boring and repetitive,0
1431,Cyber Security,USA,,146,29,14,26,,need more examples and practice,0
1432,Python,India,mobile,65,11,83,11,low,great start but later became difficult,0
1433,Cyber Security,USA,tablet,64,7,93,27,high,initially motivated but now skipping videos,0
1434,Data Science,India,,140,22,20,29,medium,initially motivated but now skipping videos,1
1435,Cyber Security,UK,tablet,118,13,46,24,medium,too fast pace for beginners,1
1436,Python,,desktop,169,1,34,10,low,i stopped understanding after few lessons,0
1437,Data Science,Germany,,42,16,43,5,high,need more examples and practice,1
1438,Cyber Security,UK,desktop,117,5,5,26,,initially motivated but now skipping videos,0
1439,Web Development,USA,,50,26,115,23,medium,platform is good but i am losing interest,0
1440,,India,mobile,164,7,100,24,low,too fast pace for beginners,1
1441,Data Science,USA,,48,0,74,10,,not enough support,0
1442,,Germany,,73,2,22,10,low,too fast pace for beginners,0
1443,Data Science,UK,tablet,136,14,107,13,high,need more examples and practice,0
1444,Web Development,USA,tablet,153,16,38,15,low,need more examples and practice,0
1445,,USA,desktop,135,25,72,1,,great start but later became difficult,0
1446,AI,Germany,desktop,106,24,17,1,high,lectures are boring and repetitive,0
1447,Python,India,desktop,8,6,109,4,medium,great start but later became difficult,0
1448,AI,USA,,110,13,99,13,,great start but later became difficult,1
1449,Cyber Security,Germany,,31,23,39,20,low,lectures are boring and repetitive,0
1450,Web Development,India,desktop,12,24,111,27,medium,platform is good but i am losing interest,0
1451,AI,,mobile,127,2,35,9,high,initially motivated but now skipping videos,0
1452,Data Science,India,mobile,57,25,27,9,,initially motivated but now skipping videos,0
1453,Cyber Security,,,140,26,63,17,high,lectures are boring and repetitive,0
1454,Cyber Security,UK,mobile,27,17,82,25,high,not enough support,0
1455,AI,Germany,mobile,46,21,93,19,low,,1
1456,AI,India,desktop,135,4,57,8,low,i stopped understanding after few lessons,0
1457,Web Development,,mobile,61,19,37,3,low,not enough support,0
1458,Python,,mobile,58,21,114,16,medium,not enough support,1
1459,AI,UK,,13,14,78,20,medium,platform is good but i am losing interest,0
1460,AI,Canada,,100,5,43,1,low,content is good but explanations are confusing,1
1461,,Germany,,49,27,75,13,medium,,0
1462,Data Science,Canada,mobile,35,2,1,21,,too fast pace for beginners,1
1463,,India,desktop,94,29,72,0,high,platform is good but i am losing interest,1
1464,,Germany,tablet,95,17,34,22,low,i was enjoying the course but now feeling lost,0
1465,Cyber Security,UK,,145,24,0,6,high,initially motivated but now skipping videos,0
1466,Python,India,,72,23,45,3,high,too fast pace for beginners,0
1467,Data Science,Germany,,123,29,59,8,high,too fast pace for beginners,1
1468,Web Development,Germany,desktop,10,19,62,2,,i was enjoying the course but now feeling lost,0
1469,Web Development,Canada,tablet,162,21,94,4,,need more examples and practice,1
1470,AI,India,tablet,4,2,91,20,medium,too fast pace for beginners,1
1471,AI,UK,,125,26,44,23,high,i stopped understanding after few lessons,0
1472,Web Development,UK,mobile,29,7,56,9,medium,initially motivated but now skipping videos,1
1473,AI,India,,46,18,36,9,high,initially motivated but now skipping videos,0
1474,Python,India,,174,17,6,3,low,content is good but explanations are confusing,0
1475,,,mobile,77,14,109,16,high,great start but later became difficult,0
1476,AI,USA,mobile,59,22,15,26,high,lectures are boring and repetitive,0
1477,Cyber Security,Canada,,66,13,49,20,,,0
1478,AI,India,desktop,162,15,13,16,low,great start but later became difficult,0
1479,Data Science,India,desktop,107,2,96,18,medium,not enough support,1
1480,Python,USA,mobile,86,28,5,5,low,not enough support,1
1481,Data Science,USA,,133,24,60,0,,too fast pace for beginners,1
1482,Data Science,Germany,desktop,9,14,20,25,,need more examples and practice,1
1483,Cyber Security,UK,,20,18,9,13,high,lectures are boring and repetitive,1
1484,Python,Canada,,149,7,31,29,,great start but later became difficult,0
1485,Python,Germany,,127,1,5,12,,platform is good but i am losing interest,0
1486,Python,India,desktop,17,24,1,2,high,need more examples and practice,0
1487,Python,USA,tablet,12,16,38,22,,need more examples and practice,0
1488,Python,,,82,11,48,1,,too fast pace for beginners,1
1489,Cyber Security,UK,desktop,67,18,26,21,medium,i was enjoying the course but now feeling lost,1
1490,AI,Germany,tablet,133,10,55,6,high,i was enjoying the course but now feeling lost,1
1491,Data Science,,mobile,53,29,13,27,high,not enough support,0
1492,Python,UK,desktop,176,17,22,11,medium,content is good but explanations are confusing,0
1493,AI,,tablet,147,12,102,1,medium,need more examples and practice,1
1494,AI,USA,desktop,145,13,117,10,medium,not enough support,0
1495,Data Science,Germany,tablet,54,28,84,15,medium,lectures are boring and repetitive,0
1496,Cyber Security,Germany,tablet,68,11,104,26,high,lectures are boring and repetitive,1
1497,Web Development,UK,desktop,35,14,50,4,medium,i was enjoying the course but now feeling lost,0
1498,Web Development,,mobile,88,22,93,25,medium,content is good but explanations are confusing,1
1499,AI,USA,,169,20,24,27,,initially motivated but now skipping videos,1
1500,,India,tablet,141,7,52,25,high,too fast pace for beginners,0
1501,,Germany,,161,1,87,16,medium,content is good but explanations are confusing,0
1502,Data Science,India,mobile,15,7,10,2,,platform is good but i am losing interest,1
1503,Web Development,USA,,15,22,34,13,high,not enough support,1
1504,AI,Germany,,31,27,54,15,medium,great start but later became difficult,0
1505,Cyber Security,Germany,desktop,107,26,57,16,medium,i was enjoying the course but now feeling lost,0
1506,Web Development,,desktop,156,4,67,27,,,0
1507,AI,India,mobile,10,1,36,18,low,i was enjoying the course but now feeling lost,1
1508,AI,,desktop,57,9,99,3,high,too fast pace for beginners,0
1509,Python,Canada,tablet,161,26,76,27,,not enough support,0
1510,Cyber Security,India,mobile,7,22,8,27,medium,lectures are boring and repetitive,0
1511,Python,India,desktop,133,9,27,20,low,content is good but explanations are confusing,0
1512,Data Science,Canada,desktop,125,3,54,19,low,,1
1513,Python,USA,mobile,119,3,45,19,,need more examples and practice,1
1514,Python,USA,tablet,80,7,79,24,,i stopped understanding after few lessons,0
1515,Web Development,Germany,mobile,124,5,117,24,,need more examples and practice,0
1516,,UK,desktop,57,24,69,8,high,great start but later became difficult,0
1517,AI,,desktop,72,26,26,10,low,content is good but explanations are confusing,0
1518,Cyber Security,UK,mobile,168,14,9,4,high,platform is good but i am losing interest,1
1519,Python,Germany,tablet,28,17,22,10,low,initially motivated but now skipping videos,0
1520,Cyber Security,UK,tablet,36,20,20,12,high,lectures are boring and repetitive,0
1521,,India,,56,21,89,20,,content is good but explanations are confusing,0
1522,,India,tablet,175,7,44,1,medium,too fast pace for beginners,0
1523,Python,Canada,mobile,116,19,2,21,,not enough support,0
1524,Data Science,Canada,tablet,168,26,58,1,high,need more examples and practice,1
1525,Python,Germany,tablet,59,6,42,9,,,0
1526,Web Development,Germany,,171,26,98,12,low,initially motivated but now skipping videos,0
1527,AI,Germany,tablet,123,22,6,4,high,not enough support,1
1528,Data Science,India,,66,19,26,10,,i was enjoying the course but now feeling lost,1
1529,Python,UK,,9,16,61,28,,platform is good but i am losing interest,0
1530,Cyber Security,,tablet,134,18,41,14,medium,,0
1531,Data Science,Germany,desktop,119,1,96,27,medium,i was enjoying the course but now feeling lost,0
1532,Data Science,Germany,mobile,122,28,3,27,,platform is good but i am losing interest,0
1533,Python,India,mobile,65,28,89,4,low,not enough support,1
1534,Data Science,,tablet,131,11,61,19,low,lectures are boring and repetitive,0
1535,Cyber Security,India,mobile,165,18,7,4,low,great start but later became difficult,0
1536,,,mobile,127,4,83,6,,i was enjoying the course but now feeling lost,1
1537,Data Science,India,,87,26,16,9,medium,not enough support,1
1538,,UK,desktop,33,11,4,28,,,0
1539,Cyber Security,Germany,mobile,137,16,62,1,medium,i was enjoying the course but now feeling lost,0
1540,Python,USA,desktop,53,4,112,0,low,initially motivated but now skipping videos,0
1541,AI,USA,mobile,92,1,8,19,medium,content is good but explanations are confusing,1
1542,Data Science,Germany,desktop,51,29,7,22,,,0
1543,AI,Germany,desktop,71,3,6,0,,not enough support,0
1544,Cyber Security,Germany,mobile,154,5,36,3,,initially motivated but now skipping videos,0
1545,Data Science,Germany,,144,8,99,14,medium,initially motivated but now skipping videos,0
1546,,,desktop,40,25,54,14,low,lectures are boring and repetitive,0
1547,Web Development,UK,desktop,179,21,66,29,,platform is good but i am losing interest,1
1548,AI,USA,mobile,39,9,7,5,,lectures are boring and repetitive,1
1549,Data Science,Canada,desktop,164,28,68,5,medium,not enough support,1
1550,AI,USA,desktop,121,10,4,0,low,,0
1551,Data Science,USA,,85,27,16,6,medium,i was enjoying the course but now feeling lost,0
1552,Python,India,desktop,173,1,110,29,high,initially motivated but now skipping videos,0
1553,,Germany,,137,23,57,4,high,content is good but explanations are confusing,0
1554,AI,Germany,desktop,37,20,62,21,,,0
1555,Web Development,Germany,desktop,87,24,26,16,medium,need more examples and practice,1
1556,Web Development,India,,129,25,103,6,medium,great start but later became difficult,1
1557,Cyber Security,UK,,63,8,102,3,,,1
1558,Data Science,UK,tablet,43,19,112,2,high,lectures are boring and repetitive,0
1559,AI,Canada,desktop,156,28,75,11,low,content is good but explanations are confusing,0
1560,Cyber Security,UK,,100,16,91,26,low,too fast pace for beginners,1
1561,AI,UK,desktop,159,26,67,28,high,platform is good but i am losing interest,1
1562,Data Science,Germany,desktop,105,29,115,14,,platform is good but i am losing interest,0
1563,Web Development,,desktop,8,8,27,19,,great start but later became difficult,0
1564,Python,USA,mobile,162,24,88,8,low,content is good but explanations are confusing,0
1565,Web Development,UK,tablet,49,7,57,20,low,great start but later became difficult,1
1566,Cyber Security,UK,mobile,96,4,49,11,high,i was enjoying the course but now feeling lost,0
1567,,India,tablet,123,4,99,4,high,platform is good but i am losing interest,0
1568,Python,Canada,desktop,47,25,105,7,medium,platform is good but i am losing interest,0
1569,Cyber Security,,desktop,25,5,66,14,high,lectures are boring and repetitive,1
1570,Data Science,India,,131,15,30,6,high,not enough support,0
1571,Python,Germany,tablet,173,0,100,18,low,i was enjoying the course but now feeling lost,0
1572,Cyber Security,USA,tablet,114,8,11,12,low,need more examples and practice,1
1573,Data Science,Canada,mobile,99,20,54,0,medium,lectures are boring and repetitive,0
1574,Web Development,India,tablet,96,6,100,27,low,platform is good but i am losing interest,0
1575,,UK,desktop,34,10,100,10,low,platform is good but i am losing interest,1
1576,Data Science,UK,,109,14,3,12,low,great start but later became difficult,1
1577,AI,Canada,mobile,92,23,93,1,high,i stopped understanding after few lessons,0
1578,Data Science,UK,,8,4,101,18,low,,1
1579,Data Science,India,tablet,155,18,41,10,,i was enjoying the course but now feeling lost,0
1580,,India,tablet,63,5,101,0,high,too fast pace for beginners,1
1581,AI,UK,mobile,82,22,90,0,low,lectures are boring and repetitive,1
1582,Cyber Security,UK,tablet,25,28,53,7,high,i was enjoying the course but now feeling lost,0
1583,Cyber Security,Germany,,176,13,21,12,low,i stopped understanding after few lessons,1
1584,Data Science,USA,desktop,129,19,0,7,medium,need more examples and practice,1
1585,AI,Canada,mobile,8,24,47,1,medium,need more examples and practice,1
1586,AI,India,tablet,124,13,42,7,medium,lectures are boring and repetitive,0
1587,,Canada,,149,10,101,26,low,lectures are boring and repetitive,0
1588,Web Development,Germany,desktop,98,3,19,28,medium,too fast pace for beginners,0
1589,Cyber Security,India,tablet,101,26,17,13,high,great start but later became difficult,0
1590,,Germany,mobile,111,9,69,1,medium,need more examples and practice,0
1591,Python,Germany,tablet,157,1,48,12,medium,content is good but explanations are confusing,0
1592,Cyber Security,,tablet,158,24,75,26,medium,initially motivated but now skipping videos,1
1593,,UK,tablet,3,3,16,4,medium,lectures are boring and repetitive,0
1594,Cyber Security,,desktop,135,19,52,0,high,i was enjoying the course but now feeling lost,0
1595,Web Development,Canada,desktop,100,9,21,8,,initially motivated but now skipping videos,0
1596,Python,Canada,tablet,11,0,81,19,medium,too fast pace for beginners,0
1597,Web Development,UK,tablet,160,13,9,9,low,too fast pace for beginners,1
1598,Python,,mobile,59,17,23,29,,lectures are boring and repetitive,0
1599,Data Science,Canada,tablet,140,11,83,10,medium,,0
1600,,,,79,18,11,17,,i was enjoying the course but now feeling lost,1
1601,Python,UK,,38,22,3,16,low,initially motivated but now skipping videos,0
1602,Web Development,India,mobile,122,11,41,5,low,initially motivated but now skipping videos,0
1603,Cyber Security,Germany,desktop,152,24,4,10,medium,initially motivated but now skipping videos,0
1604,Python,Germany,tablet,65,27,25,23,medium,too fast pace for beginners,0
1605,,,mobile,146,4,99,3,low,lectures are boring and repetitive,1
1606,Python,Canada,desktop,46,3,58,0,high,,0
1607,AI,,mobile,125,12,61,0,,i was enjoying the course but now feeling lost,0
1608,Cyber Security,,desktop,56,17,79,21,high,not enough support,0
1609,,USA,tablet,7,29,4,17,medium,i was enjoying the course but now feeling lost,0
1610,,Germany,mobile,105,28,25,4,high,,0
1611,Data Science,UK,tablet,40,11,82,15,high,content is good but explanations are confusing,0
1612,Web Development,,mobile,159,29,119,1,,i stopped understanding after few lessons,0
1613,Data Science,USA,desktop,97,15,5,8,medium,not enough support,1
1614,,USA,mobile,52,22,23,1,,platform is good but i am losing interest,1
1615,Cyber Security,Germany,,31,5,94,4,low,not enough support,0
1616,Python,Germany,,162,27,94,19,,need more examples and practice,1
1617,Python,Germany,mobile,7,27,52,26,,,1
1618,Cyber Security,UK,,144,6,6,16,low,not enough support,1
1619,,USA,tablet,150,23,9,25,high,,0
1620,Python,Canada,,91,8,38,24,,content is good but explanations are confusing,1
1621,Python,UK,,17,9,85,18,low,i was enjoying the course but now feeling lost,1
1622,Python,India,tablet,125,4,77,9,medium,i stopped understanding after few lessons,1
1623,Web Development,,tablet,4,26,27,7,high,initially motivated but now skipping videos,1
1624,Web Development,Germany,desktop,122,20,41,19,low,content is good but explanations are confusing,0
1625,AI,USA,tablet,99,3,61,10,high,not enough support,0
1626,Data Science,,mobile,163,10,51,12,low,lectures are boring and repetitive,1
1627,Cyber Security,UK,,172,18,21,12,,need more examples and practice,0
1628,Cyber Security,India,desktop,143,28,56,8,high,,0
1629,Cyber Security,UK,tablet,61,6,95,4,,initially motivated but now skipping videos,0
1630,AI,UK,,172,12,10,17,low,i stopped understanding after few lessons,0
1631,Web Development,Canada,mobile,21,12,13,7,,great start but later became difficult,0
1632,,,mobile,77,20,30,28,,initially motivated but now skipping videos,1
1633,,Canada,desktop,47,22,107,19,low,need more examples and practice,1
1634,AI,UK,mobile,75,17,3,13,,great start but later became difficult,0
1635,,India,,49,24,108,1,,initially motivated but now skipping videos,0
1636,Cyber Security,USA,tablet,27,24,21,21,,,0
1637,Data Science,USA,mobile,31,28,117,15,medium,need more examples and practice,0
1638,Python,,tablet,172,8,92,0,medium,i was enjoying the course but now feeling lost,1
1639,Web Development,Germany,,32,12,98,23,medium,need more examples and practice,0
1640,Web Development,Germany,,158,12,63,24,high,too fast pace for beginners,0
1641,AI,USA,tablet,18,4,76,22,,i was enjoying the course but now feeling lost,0
1642,Web Development,UK,,125,29,83,28,,platform is good but i am losing interest,1
1643,Cyber Security,UK,desktop,63,25,82,12,,,0
1644,,Canada,mobile,128,11,78,24,high,lectures are boring and repetitive,0
1645,Cyber Security,,desktop,16,24,114,17,high,,1
1646,AI,Canada,desktop,163,0,89,26,low,,0
1647,Cyber Security,Germany,desktop,137,17,83,0,,need more examples and practice,0
1648,,USA,tablet,62,25,60,6,low,,1
1649,Data Science,UK,tablet,39,20,99,3,low,not enough support,1
1650,AI,USA,,179,20,5,9,high,,1
1651,Data Science,India,tablet,115,21,78,7,medium,i stopped understanding after few lessons,1
1652,Python,USA,,138,29,67,2,high,content is good but explanations are confusing,0
1653,Data Science,India,tablet,140,23,5,22,high,lectures are boring and repetitive,1
1654,Python,Canada,,72,27,65,6,medium,content is good but explanations are confusing,0
1655,Python,Canada,mobile,62,16,35,26,medium,i was enjoying the course but now feeling lost,0
1656,Data Science,Germany,,131,9,113,25,high,great start but later became difficult,0
1657,AI,USA,mobile,83,27,14,24,,great start but later became difficult,1
1658,,USA,,123,8,75,15,low,lectures are boring and repetitive,0
1659,Cyber Security,India,tablet,139,19,39,26,,content is good but explanations are confusing,0
1660,Cyber Security,Canada,tablet,136,7,107,19,low,initially motivated but now skipping videos,0
1661,,India,mobile,109,27,40,29,,i was enjoying the course but now feeling lost,0
1662,Python,Canada,desktop,122,14,6,9,medium,content is good but explanations are confusing,0
1663,Python,India,desktop,151,12,21,12,,initially motivated but now skipping videos,0
1664,AI,Canada,,119,27,71,29,high,initially motivated but now skipping videos,0
1665,Web Development,India,tablet,138,20,115,0,low,great start but later became difficult,1
1666,Data Science,Canada,desktop,18,16,105,6,low,initially motivated but now skipping videos,0
1667,Python,,tablet,76,29,10,9,,,1
1668,Cyber Security,India,tablet,167,8,1,11,medium,lectures are boring and repetitive,0
1669,AI,USA,tablet,154,23,29,13,high,content is good but explanations are confusing,0
1670,Data Science,Germany,,11,20,67,21,medium,initially motivated but now skipping videos,1
1671,AI,,mobile,138,29,52,10,high,need more examples and practice,1
1672,Data Science,,,131,10,88,16,high,i was enjoying the course but now feeling lost,0
1673,Data Science,India,desktop,62,29,20,8,high,,1
1674,,Germany,mobile,71,3,24,25,,not enough support,0
1675,Python,USA,desktop,61,23,72,7,high,great start but later became difficult,0
1676,AI,,mobile,132,24,71,9,high,need more examples and practice,0
1677,AI,USA,mobile,61,6,4,3,high,,0
1678,,Canada,,136,19,109,4,low,initially motivated but now skipping videos,0
1679,Cyber Security,Germany,tablet,102,22,91,23,low,i stopped understanding after few lessons,0
1680,Cyber Security,UK,tablet,13,21,65,17,,i was enjoying the course but now feeling lost,0
1681,Python,Canada,mobile,12,26,84,5,,platform is good but i am losing interest,1
1682,Python,Germany,,35,27,48,9,low,content is good but explanations are confusing,0
1683,Web Development,India,desktop,51,2,7,17,low,,0
1684,,India,desktop,43,9,97,27,high,initially motivated but now skipping videos,1
1685,Cyber Security,USA,tablet,111,2,86,10,low,great start but later became difficult,0
1686,Data Science,,tablet,66,0,78,23,,need more examples and practice,0
1687,AI,UK,desktop,15,13,26,4,,,1
1688,Python,India,desktop,177,12,1,27,high,not enough support,0
